budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,genres_parsed,production_countries_parsed
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,13279,"[{""id"": 2016, ""name"": ""vandalism""}, {""id"": 2539, ""name"": ""harassment""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10275, ""name"": ""house party""}, {""id"": 11325, ""name"": ""shot to death""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14778, ""name"": ""urination""}, {""id"": 166148, ""name"": ""interracial couple""}, {""id"": 167377, ""name"": ""lapd""}, {""id"": 188609, ""name"": ""air conditioner""}]",en,Lakeview Terrace,"A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back.",20.495749,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-19,27640028,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What Could Be Safer Than Living Next to a Cop?,Lakeview Terrace,5.9,292,2008.0,"['Drama', 'Crime', 'Thriller']",['United States of America']
20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/homevideo/thegrudge2/,1975,"[{""id"": 9714, ""name"": ""remake""}, {""id"": 9736, ""name"": ""little boy""}, {""id"": 10541, ""name"": ""curse""}]",en,The Grudge 2,"In Tokyo, a young woman is exposed to the same mysterious curse that afflicted her sister. The supernatural force, which fills a person with rage before spreading to its next victim, brings together a group of previously unrelated people who attempt to unlock its secret to save their lives.",13.906944,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""Vertigo Entertainment"", ""id"": 829}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-13,39143839,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,"What Was Once Trapped, Will Now Be Unleashed",The Grudge 2,5.2,283,2006.0,"['Horror', 'Thriller']",['United States of America']
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",,9895,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 3485, ""name"": ""comedian""}]",en,Man of the Year,"The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election, but a software engineer suspects that a computer glitch is responsible for his surprising victory.",11.203335,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-09,41237648,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Elections are made to be broken.,Man of the Year,5.8,129,2006.0,"['Comedy', 'Drama', 'Romance', 'Thriller']",['United States of America']
25000000,"[{""id"": 18, ""name"": ""Drama""}]",,1164,"[{""id"": 321, ""name"": ""terror""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1629, ""name"": ""morocco""}, {""id"": 1635, ""name"": ""deaf-mute""}, {""id"": 1768, ""name"": ""san diego""}, {""id"": 1941, ""name"": ""ecstasy""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2201, ""name"": ""first time""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 14677, ""name"": ""bullet wound""}, {""id"": 159753, ""name"": ""ensemble cast""}]",en,Babel,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",25.785925,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Central Films"", ""id"": 11258}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-08,135330182,143.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,If You Want to be Understood...Listen,Babel,6.9,1055,2006.0,['Drama'],"['France', 'Japan', 'Mexico', 'United States of America']"
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,14359,"[{""id"": 739, ""name"": ""sexual abuse""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 6563, ""name"": ""wine""}, {""id"": 9989, ""name"": ""gift""}, {""id"": 10756, ""name"": ""janitor""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 14576, ""name"": ""pedophile""}, {""id"": 18453, ""name"": ""gossip""}, {""id"": 18454, ""name"": ""compassion""}, {""id"": 18455, ""name"": ""tolerance""}, {""id"": 208992, ""name"": ""1960s""}]",en,Doubt,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse. He denies the charges, and much of the film's quick-fire dialogue tackles themes of religion, morality, and authority.",20.975165,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Goodspeed Productions"", ""id"": 3534}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-27,50907234,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"There is no evidence. There are no witnesses. But for one, there is no doubt.",Doubt,7.0,435,2008.0,"['Drama', 'Mystery']",['United States of America']
32000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.teamamerica.com,3989,"[{""id"": 90, ""name"": ""paris""}, {""id"": 254, ""name"": ""france""}, {""id"": 487, ""name"": ""cairo""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1242, ""name"": ""war against terror""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 2314, ""name"": ""pentagon""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 2535, ""name"": ""destroy""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2966, ""name"": ""louvre""}, {""id"": 3263, ""name"": ""american  way of life""}, {""id"": 3837, ""name"": ""failure""}, {""id"": 4596, ""name"": ""panama""}, {""id"": 5373, ""name"": ""damage""}, {""id"": 6086, ""name"": ""government""}, {""id"": 164889, ""name"": ""eiffel tower paris""}, {""id"": 210610, ""name"": ""world politics""}, {""id"": 218032, ""name"": ""mass destruction""}]",en,Team America: World Police,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?",26.509175,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-10,50907422,98.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,Putting The 'F' back in 'Freedom',Team America: World Police,6.6,660,2004.0,"['Music', 'Adventure', 'Animation', 'Action', 'Comedy']","['Germany', 'United States of America']"
20000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",http://focusfeatures.com/film/milk/,10139,"[{""id"": 237, ""name"": ""gay""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 1013, ""name"": ""homophobia""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 6085, ""name"": ""election campaign""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 15134, ""name"": ""election""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 226553, ""name"": ""mayoral campaign""}]",en,Milk,"The story of California's first openly gay elected official, Harvey Milk, who  became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike – at a time when prejudice and violence against gays was openly accepted as the norm.",30.909699,"[{""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-26,54586584,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never Blend In.,Milk,7.1,612,2008.0,"['History', 'Drama']",['United States of America']
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,9645,"[{""id"": 2799, ""name"": ""cruise""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 4078, ""name"": ""ghost ship""}]",en,Ghost Ship,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",27.724913,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Ghost Ship Films Pty. Ltd."", ""id"": 53238}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-25,68349884,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Sea Evil,Ghost Ship,5.3,531,2002.0,"['Horror', 'Mystery', 'Thriller']","['Australia', 'United States of America']"
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.welcometothefamily.com/,19904,"[{""id"": 6669, ""name"": ""step father""}, {""id"": 9714, ""name"": ""remake""}]",en,The Stepfather,"Michael Harding (Penn Badgley) returns home from military school to find his mother (Sela Ward) happily in love and living with her new boyfriend, David (Dylan Walsh). As the two men get to know each other, Michael becomes more and more suspicious of the man who is always there with a helpful hand. Is he really the man of her dreams or could David be hiding a dark side?",7.924428,"[{""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-16,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Daddy's home.,The Stepfather,5.4,167,2009.0,"['Horror', 'Thriller', 'Mystery']",['United States of America']
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]",,243,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 532, ""name"": ""music record""}, {""id"": 578, ""name"": ""rock and roll""}, {""id"": 633, ""name"": ""record store""}, {""id"": 634, ""name"": ""soul""}, {""id"": 635, ""name"": ""disc jockey""}, {""id"": 637, ""name"": ""pop""}, {""id"": 638, ""name"": ""bruce frederick joseph springsteen""}, {""id"": 639, ""name"": ""record collection""}]",en,High Fidelity,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",23.982956,"[{""name"": ""Buena Vista"", ""id"": 32}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-17,47126295,113.0,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",High Fidelity,7.0,628,2000.0,"['Comedy', 'Drama', 'Romance', 'Music']","['United Kingdom', 'United States of America']"
20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://onemissedcallmovie.warnerbros.com/,6933,"[{""id"": 985, ""name"": ""candy""}, {""id"": 1578, ""name"": ""loss of sister""}, {""id"": 1880, ""name"": ""mobile phone""}, {""id"": 1947, ""name"": ""answering machine""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4399, ""name"": ""victim""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 5426, ""name"": ""sms""}, {""id"": 5504, ""name"": ""asthma""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 13008, ""name"": ""train""}]",en,One Missed Call,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",12.458131,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Kadokawa Pictures"", ""id"": 2073}, {""name"": ""Equity Pictures Medienfonds GmbH & Co. KG IV"", ""id"": 20363}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-04,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What will it sound like when you die?,One Missed Call,4.7,171,2008.0,"['Horror', 'Mystery', 'Thriller']","['Germany', 'Japan', 'United States of America']"
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://thebankjobmovie.com/,8848,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 1874, ""name"": ""car dealer""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 2863, ""name"": ""mannequin""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 4891, ""name"": ""offer""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 7033, ""name"": ""london underground""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11259, ""name"": ""extortion""}, {""id"": 33456, ""name"": ""double cross""}, {""id"": 33553, ""name"": ""walkie talkie""}, {""id"": 163865, ""name"": ""railway station""}, {""id"": 167467, ""name"": ""jackhammer""}, {""id"": 181659, ""name"": ""political corruption""}, {""id"": 191845, ""name"": ""bank heist""}, {""id"": 226410, ""name"": ""cabinet officer""}, {""id"": 226411, ""name"": ""corrupt policeman""}]",en,The Bank Job,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",30.387754,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Skyline (Baker St)"", ""id"": 37774}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-28,64822796,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Bank Job,6.6,697,2008.0,"['Thriller', 'Crime', 'Drama']","['Australia', 'United Kingdom', 'United States of America']"
20000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.eternalsunshine.com,38,"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 802, ""name"": ""regret""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1604, ""name"": ""operation""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 12400, ""name"": ""brainwashing""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 157171, ""name"": ""nonlinear timeline""}, {""id"": 204374, ""name"": ""love story""}, {""id"": 224279, ""name"": ""bittersweet""}]",en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",56.481487,"[{""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-19,72258126,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,7.9,3652,2004.0,"['Science Fiction', 'Drama', 'Romance']",['United States of America']
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,1266,"[{""id"": 6149, ""name"": ""police""}, {""id"": 12670, ""name"": ""los angeles""}]",en,Street Kings,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",18.666876,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-10,65569869,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,Their city. Their rules. No prisoners.,Street Kings,6.3,363,2008.0,"['Action', 'Crime', 'Drama', 'Thriller']",['United States of America']
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,14043,"[{""id"": 387, ""name"": ""california""}, {""id"": 703, ""name"": ""detective""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 187844, ""name"": ""flashback""}]",en,Nancy Drew,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,5.0348,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-15,0,99.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Small Town Girl. Big Time Adventure.,Nancy Drew,5.8,143,2007.0,"['Action', 'Adventure', 'Crime', 'Family', 'Mystery', 'Thriller']",['United States of America']
20000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.daybreakersmovie.com/,19901,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 813, ""name"": ""sunrise""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 2217, ""name"": ""rain""}, {""id"": 2725, ""name"": ""sunlight""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 9855, ""name"": ""slow motion scene""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 11181, ""name"": ""decapitation""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 17995, ""name"": ""epidemic""}, {""id"": 233706, ""name"": ""night creatures""}]",en,Daybreakers,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",28.019226,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Furst Films"", ""id"": 3135}, {""name"": ""Pictures in Paradise"", ""id"": 3207}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""Australian Film Finance Corporation (AFFC)"", ""id"": 8724}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-01-06,51416464,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In 2019, The Most Precious Natural Resource... Is Us.",Daybreakers,6.0,634,2009.0,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']","['United States of America', 'Australia']"
9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10069,"[{""id"": 282, ""name"": ""video game""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 4563, ""name"": ""virtual reality""}, {""id"": 5380, ""name"": ""virtual fight""}, {""id"": 5878, ""name"": ""baroness""}]",en,Stay Alive,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",4.34503,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-24,27105095,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You die in the game - you die for real.,Stay Alive,5.3,155,2006.0,"['Horror', 'Thriller']",['United States of America']
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,9954,"[{""id"": 2343, ""name"": ""magic""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 3616, ""name"": ""college""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 13130, ""name"": ""teenager""}]",en,The Covenant,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,15.804814,"[{""name"": ""Screen Gems, Inc."", ""id"": 127}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-08,37597471,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only the power of Hell can help them.,The Covenant,5.2,288,2006.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",['United States of America']
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,10115,"[{""id"": 650, ""name"": ""gymnastics""}, {""id"": 1482, ""name"": ""trainer""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 4613, ""name"": ""training""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 187056, ""name"": ""woman director""}]",en,Stick It,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",9.750557,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Kaltenbach Pictures"", ""id"": 62367}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-21,0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The world of competitive gymnastics is about to be turned on its head.,Stick It,6.3,148,2006.0,"['Comedy', 'Drama']","['Germany', 'United States of America']"
